obs_id,site_code,obs_year,obs_value,arable_prop,area,clay1_mean,forest_prop,grassland_prop,k1_mean,limestone_prop,livestock_density,other_prop,precip_mean,rock1_mean,sand1_mean,silt1_mean,slope_mean,soc1_mean,stream_density,twi_mean,urban_prop,water_prop,wetland_prop
435,SJB2196000,2018,1.788,0.0,14488450.0,28.672,0.897,0.001,83.446,0.689,0.0,0.006,635.572,7.046,60.994,10.334,1.095,13.804,0.0,8.934,0.006,0.014,0.076
436,SJB2200000,2018,0.738,0.0,3386425.0,22.416,0.958,0.01,95.876,1.0,0.0,0.0,,2.343,70.508,7.075,1.563,11.079,0.001,8.716,0.003,0.0,0.029
437,SJB2201000,2018,1.212,0.045,8212750.0,17.017,0.908,0.01,107.408,1.0,0.0,0.007,,1.027,76.516,6.467,1.263,8.684,0.001,8.895,0.005,0.001,0.024
438,SJB2204000,2018,1.232,0.0,7884750.0,20.776,0.931,0.0,96.649,1.0,0.0,0.011,639.631,1.613,70.536,8.688,1.121,10.428,0.0,8.908,0.001,0.0,0.057
439,SJB2900000,2018,0.92,0.017,16211200.0,44.187,0.515,0.013,42.534,1.0,0.0,0.032,569.485,1.544,39.979,15.834,0.895,20.483,0.0,9.583,0.005,0.002,0.417
440,SJB2901000,2018,0.975,0.016,17853150.0,40.518,0.533,0.012,65.586,1.0,0.0,0.05,570.767,2.589,44.731,14.751,1.087,19.087,0.0,9.474,0.007,0.003,0.379
441,SJB2902000,2018,0.732,0.008,33853475.0,40.757,0.48,0.01,53.883,1.0,0.0,0.032,567.456,1.409,43.094,16.149,0.951,19.815,0.0,9.476,0.008,0.007,0.455
442,SJB2951000,2017,2.0,0.012,29728700.0,28.817,0.8,0.023,31.204,0.031,0.0,0.026,882.898,0.341,53.93,17.253,0.869,10.476,0.001,9.331,0.032,0.005,0.102
443,SJB2952000,2017,4.65,0.017,4168925.0,38.418,0.682,0.034,35.879,0.0,0.0,0.043,882.952,0.069,45.77,15.812,0.922,12.957,0.001,9.332,0.136,0.002,0.087
444,SJB2955000,2016,1.015,0.387,28517525.0,30.542,0.366,0.051,25.952,1.0,1.104,0.014,852.56,6.633,56.461,12.997,1.161,10.964,0.0,10.462,0.029,0.137,0.015
445,SJB2956000,2016,1.078,0.372,10121300.0,14.326,0.268,0.084,33.699,0.0,0.039,0.05,850.758,4.5,73.5,12.174,4.293,4.498,0.001,8.547,0.165,0.03,0.031
446,SJB2957000,2016,1.685,0.526,21954375.0,13.938,0.223,0.073,30.042,0.0,0.058,0.038,850.866,5.527,72.576,13.485,3.151,3.992,0.001,9.099,0.105,0.017,0.018
447,SJB2962000,2016,3.375,0.531,61123250.0,21.929,0.345,0.067,21.993,0.0,0.363,0.022,839.348,4.849,61.393,16.678,1.921,6.845,0.0,9.085,0.032,0.002,0.003
448,SJB2963000,2016,4.452,0.494,87106575.0,13.823,0.394,0.035,25.593,0.983,0.154,0.027,858.566,8.148,66.474,19.703,1.641,3.901,0.0,9.791,0.049,0.001,0.0
449,SJB2963000,2019,7.2,0.494,87106575.0,13.823,0.394,0.035,25.593,0.983,0.154,0.027,752.041,8.148,66.474,19.703,1.641,3.901,0.0,9.791,0.049,0.001,0.0
450,SJB2963000,2020,8.175,0.494,87106575.0,13.823,0.394,0.035,25.593,0.983,0.154,0.027,769.112,8.148,66.474,19.703,1.641,3.901,0.0,9.791,0.049,0.001,0.0
451,SJB2964000,2016,7.05,0.636,18355275.0,15.512,0.127,0.081,24.545,0.987,0.001,0.056,861.972,13.068,63.549,20.939,1.61,4.135,0.0,9.926,0.099,0.002,0.0
452,SJB2964000,2019,7.6,0.636,18355275.0,15.512,0.127,0.081,24.545,0.987,0.001,0.056,757.931,13.068,63.549,20.939,1.61,4.135,0.0,9.926,0.099,0.002,0.0
453,SJB2964000,2020,9.188,0.636,18355275.0,15.512,0.127,0.081,24.545,0.987,0.001,0.056,771.758,13.068,63.549,20.939,1.61,4.135,0.0,9.926,0.099,0.002,0.0
454,SJB2968000,2016,1.348,0.54,4404100.0,12.999,0.325,0.045,30.744,0.0,0.002,0.022,832.419,4.921,74.208,12.793,1.58,2.816,0.001,9.887,0.054,0.011,0.003
455,SJB2969000,2016,2.675,0.642,9395425.0,19.036,0.245,0.039,28.969,0.0,0.001,0.019,833.797,3.807,68.211,12.753,1.484,5.539,0.001,9.88,0.048,0.006,0.001
456,SJB2983000,2018,0.662,0.011,37465850.0,38.881,0.497,0.017,56.644,1.0,0.001,0.033,568.996,1.5,45.509,15.61,1.071,19.013,0.0,9.407,0.012,0.006,0.423
457,SJB2984000,2018,0.98,0.182,60075425.0,35.169,0.465,0.029,45.625,1.0,0.09,0.032,579.326,3.381,48.046,16.786,1.102,14.771,0.0,9.542,0.018,0.004,0.27
458,SJB2985000,2018,1.13,0.23,73176550.0,33.698,0.455,0.037,40.438,1.0,0.074,0.033,585.438,4.309,48.946,17.357,1.057,13.013,0.0,9.644,0.018,0.004,0.223
459,SJB2986000,2018,1.24,0.283,88702175.0,31.047,0.425,0.042,37.603,1.0,0.187,0.036,589.844,5.278,51.342,17.611,1.063,11.608,0.0,9.699,0.024,0.004,0.186
460,SJB2987000,2018,1.48,0.307,97014625.0,29.51,0.41,0.045,36.578,1.0,0.175,0.039,592.015,5.784,52.963,17.527,1.063,11.049,0.0,9.728,0.027,0.004,0.17
461,SJB3132000,2019,0.478,0.003,13183700.0,20.999,0.864,0.0,94.959,0.132,0.0,0.024,892.702,3.59,69.357,9.644,1.058,9.964,0.0,8.892,0.001,0.0,0.108
462,SJB3136000,2019,0.878,0.001,33326025.0,38.707,0.513,0.001,48.381,0.558,0.0,0.009,882.932,3.215,45.522,15.77,0.511,18.802,0.0,9.826,0.0,0.003,0.473
463,SJB3348000,2019,1.7,0.0,940675.0,,0.115,0.415,,1.0,0.0,0.251,742.086,,,,2.037,,0.0,8.781,0.209,0.01,0.0
464,SJB3348000,2020,1.825,0.0,940675.0,,0.115,0.415,,1.0,0.0,0.251,725.507,,,,2.037,,0.0,8.781,0.209,0.01,0.0
465,SJB3502000,2019,5.347,0.579,18557575.0,25.775,0.322,0.032,40.267,0.875,0.487,0.017,773.796,8.719,57.976,16.249,0.924,8.993,0.0,10.334,0.023,0.003,0.025
466,SJB3502000,2020,5.596,0.579,18557575.0,25.775,0.322,0.032,40.267,0.875,0.487,0.017,786.409,8.719,57.976,16.249,0.924,8.993,0.0,10.334,0.023,0.003,0.025
467,SJB3503000,2020,8.225,0.537,112294125.0,22.755,0.304,0.083,14.11,0.469,0.015,0.033,781.652,9.007,55.59,21.654,1.292,7.39,0.0,10.033,0.028,0.002,0.014
468,SJB3510000,2019,8.09,0.475,29300575.0,21.45,0.303,0.082,24.142,0.807,0.429,0.015,779.993,8.858,59.238,19.312,1.822,8.315,0.0,9.69,0.025,0.004,0.096
469,SJB3510000,2020,7.049,0.475,29300575.0,21.45,0.303,0.082,24.142,0.807,0.429,0.015,799.462,8.858,59.238,19.312,1.822,8.315,0.0,9.69,0.025,0.004,0.096
